"","solution","distance","distance_from_optimum"
"26","18, 22, 1, 44, 34, 46, 16, 29, 50, 23, 49, 36, 32, 45, 19, 8, 41, 9, 10, 33, 43, 38, 48, 25, 12, 51, 11, 52, 14, 13, 26, 47, 27, 28, 15, 4, 6, 5, 24, 40, 37, 39, 35, 20, 30, 21, 42, 7, 2, 17, 3, 31",9316.07356046965,1772.07356046965
"27","31, 1, 49, 39, 36, 12, 13, 52, 14, 27, 11, 51, 28, 26, 47, 29, 50, 20, 30, 23, 32, 45, 19, 41, 8, 10, 9, 33, 43, 4, 25, 46, 35, 34, 37, 38, 24, 48, 15, 6, 5, 40, 16, 44, 22, 21, 42, 2, 7, 17, 3, 18",10007.383883235,2463.38388323497
"28","13, 27, 47, 14, 52, 11, 51, 33, 43, 10, 9, 19, 45, 8, 41, 3, 18, 31, 21, 17, 7, 2, 42, 30, 29, 23, 16, 44, 34, 37, 35, 36, 40, 39, 32, 49, 1, 22, 20, 50, 46, 24, 6, 15, 38, 48, 5, 4, 25, 12, 28, 26",9093.08934455445,1549.08934455445
"29","28, 11, 52, 13, 14, 26, 27, 12, 51, 33, 10, 9, 8, 41, 19, 3, 22, 31, 17, 42, 7, 2, 21, 23, 20, 50, 29, 30, 18, 49, 1, 36, 39, 34, 44, 16, 46, 48, 40, 5, 4, 6, 15, 43, 45, 32, 35, 37, 38, 24, 25, 47",10045.2291480214,2501.22914802145
"30","16, 29, 7, 2, 42, 30, 21, 23, 20, 50, 35, 39, 40, 5, 48, 15, 33, 43, 10, 9, 8, 41, 45, 19, 18, 3, 17, 31, 22, 1, 32, 49, 36, 34, 37, 38, 4, 25, 28, 27, 13, 26, 47, 14, 52, 11, 12, 51, 6, 24, 46, 44",9564.8864574763,2020.8864574763
"31","47, 14, 13, 52, 11, 12, 25, 5, 19, 43, 33, 15, 24, 48, 37, 35, 22, 45, 9, 10, 8, 41, 3, 21, 42, 7, 2, 30, 23, 50, 29, 20, 44, 46, 16, 1, 49, 36, 32, 31, 17, 18, 39, 34, 40, 38, 6, 4, 51, 28, 27, 26",10652.5612156419,3108.56121564187
"32","42, 30, 50, 29, 16, 26, 27, 47, 14, 52, 13, 28, 11, 51, 12, 6, 4, 48, 24, 37, 40, 44, 34, 36, 35, 39, 5, 25, 46, 20, 31, 18, 3, 17, 41, 19, 8, 9, 10, 33, 43, 15, 38, 45, 32, 49, 22, 1, 23, 21, 7, 2",10038.5992166337,2494.59921663367
"33","22, 1, 31, 23, 36, 39, 37, 40, 49, 32, 44, 16, 20, 30, 2, 42, 7, 21, 17, 3, 18, 19, 8, 9, 43, 33, 51, 28, 26, 12, 46, 48, 38, 24, 4, 15, 5, 6, 25, 11, 13, 27, 52, 14, 47, 29, 50, 35, 34, 45, 41, 10",11464.8486525008,3920.84865250083
"34","24, 25, 12, 51, 11, 52, 13, 46, 16, 20, 50, 22, 1, 18, 21, 42, 7, 2, 17, 23, 30, 29, 47, 14, 27, 26, 28, 38, 15, 5, 35, 36, 34, 44, 37, 6, 48, 40, 39, 32, 49, 45, 3, 31, 41, 19, 8, 10, 9, 43, 33, 4",11013.2448889138,3469.24488891376
"35","42, 31, 23, 20, 30, 29, 50, 16, 40, 34, 37, 24, 46, 28, 52, 11, 51, 27, 26, 13, 14, 47, 12, 25, 15, 4, 6, 5, 38, 48, 39, 35, 44, 1, 49, 36, 32, 45, 33, 43, 10, 9, 8, 41, 19, 22, 18, 17, 3, 21, 2, 7",10649.6651509045,3105.66515090451
"36","14, 11, 33, 43, 8, 45, 3, 32, 22, 49, 39, 6, 48, 51, 12, 25, 24, 38, 40, 10, 9, 41, 19, 1, 31, 18, 17, 21, 42, 2, 7, 30, 23, 20, 50, 29, 16, 44, 46, 34, 36, 35, 37, 15, 5, 4, 28, 27, 26, 47, 13, 52",10464.0150890896,2920.01508908963
"37","38, 39, 36, 49, 35, 44, 50, 18, 31, 1, 22, 32, 45, 19, 8, 9, 10, 41, 3, 17, 42, 2, 7, 30, 29, 23, 21, 20, 16, 46, 43, 33, 12, 51, 13, 14, 52, 11, 28, 27, 47, 26, 4, 6, 25, 48, 24, 5, 15, 34, 37, 40",10166.9592160959,2622.95921609595
"38","15, 6, 5, 48, 40, 37, 38, 46, 25, 28, 26, 47, 14, 52, 11, 27, 13, 51, 12, 33, 9, 10, 45, 3, 17, 32, 49, 1, 22, 18, 31, 21, 42, 7, 2, 30, 23, 20, 50, 29, 16, 44, 35, 39, 34, 36, 19, 41, 8, 43, 4, 24",9786.76219571979,2242.76219571979
"39","40, 15, 37, 36, 39, 34, 23, 31, 18, 32, 44, 35, 38, 48, 24, 5, 6, 4, 25, 46, 16, 29, 50, 30, 42, 7, 2, 21, 17, 3, 20, 22, 1, 49, 45, 19, 41, 8, 9, 10, 43, 33, 11, 52, 13, 14, 47, 27, 26, 28, 12, 51",9647.8715933561,2103.8715933561
"40","37, 36, 35, 39, 40, 44, 46, 34, 49, 22, 23, 18, 31, 32, 1, 16, 20, 29, 50, 30, 42, 2, 7, 21, 17, 3, 45, 19, 10, 9, 41, 8, 43, 4, 6, 15, 5, 48, 24, 25, 12, 28, 26, 47, 27, 14, 13, 52, 11, 51, 33, 38",9620.68266286832,2076.68266286832
"41","18, 19, 8, 10, 9, 41, 3, 23, 21, 30, 29, 20, 50, 44, 24, 43, 4, 6, 15, 37, 46, 16, 25, 51, 12, 48, 40, 34, 36, 35, 39, 38, 5, 28, 27, 13, 47, 26, 14, 52, 11, 33, 45, 49, 1, 32, 22, 31, 17, 7, 2, 42",11268.8519487398,3724.85194873976
"42","50, 30, 23, 1, 16, 46, 25, 38, 4, 5, 24, 48, 37, 36, 49, 22, 32, 41, 9, 10, 33, 43, 8, 19, 45, 34, 35, 40, 39, 44, 15, 6, 12, 51, 11, 52, 14, 13, 27, 28, 26, 47, 29, 42, 2, 7, 21, 17, 3, 18, 31, 20",9925.86924418159,2381.86924418159
"43","39, 15, 6, 12, 51, 11, 52, 14, 13, 27, 47, 26, 28, 29, 20, 16, 23, 30, 42, 2, 7, 17, 18, 21, 31, 9, 10, 43, 33, 3, 22, 19, 41, 8, 45, 50, 44, 24, 4, 36, 32, 34, 35, 1, 49, 40, 48, 46, 25, 37, 5, 38",11537.7964544805,3993.79645448048
"44","3, 17, 7, 42, 2, 30, 47, 26, 28, 27, 14, 13, 11, 52, 12, 51, 33, 25, 48, 39, 40, 38, 24, 6, 15, 46, 44, 35, 32, 23, 20, 16, 29, 50, 34, 1, 49, 31, 21, 18, 22, 36, 19, 41, 9, 10, 8, 43, 4, 5, 37, 45",11240.5390676436,3696.53906764356
"45","3, 45, 9, 10, 5, 37, 4, 36, 24, 38, 44, 1, 20, 16, 31, 32, 22, 23, 21, 49, 19, 8, 41, 33, 43, 6, 48, 46, 39, 35, 34, 40, 15, 25, 28, 26, 47, 27, 13, 52, 14, 11, 51, 12, 29, 50, 30, 7, 2, 42, 18, 17",12012.7952145487,4468.79521454869
"46","5, 38, 37, 48, 6, 15, 39, 44, 30, 21, 7, 42, 2, 20, 34, 36, 35, 32, 49, 8, 19, 45, 1, 23, 50, 40, 24, 25, 46, 29, 16, 31, 22, 3, 17, 18, 41, 9, 10, 43, 33, 51, 12, 47, 14, 13, 52, 27, 28, 26, 11, 4",11714.7878321633,4170.7878321633
"47","41, 8, 9, 10, 33, 43, 6, 39, 40, 49, 44, 46, 34, 20, 23, 21, 17, 18, 16, 50, 37, 36, 35, 5, 48, 15, 24, 38, 4, 25, 27, 13, 14, 52, 11, 51, 12, 28, 26, 47, 29, 30, 7, 42, 2, 3, 31, 1, 22, 32, 19, 45",10426.1577422124,2882.15774221237
"48","35, 39, 44, 22, 17, 19, 45, 10, 9, 8, 3, 31, 21, 2, 7, 42, 30, 29, 16, 50, 20, 1, 18, 23, 41, 43, 33, 11, 52, 13, 27, 14, 47, 28, 51, 12, 26, 46, 25, 24, 15, 49, 32, 5, 6, 4, 48, 38, 40, 37, 34, 36",11301.0401451227,3757.04014512271
"49","20, 24, 25, 51, 28, 26, 27, 47, 14, 52, 13, 11, 12, 48, 38, 44, 40, 37, 34, 45, 19, 3, 32, 41, 8, 9, 10, 33, 43, 15, 39, 36, 16, 46, 29, 2, 7, 42, 17, 22, 49, 1, 6, 4, 5, 35, 18, 21, 31, 23, 30, 50",11581.9327693789,4037.9327693789
"50","26, 47, 29, 17, 3, 18, 49, 40, 39, 6, 46, 22, 32, 1, 31, 30, 23, 20, 50, 34, 21, 42, 7, 2, 37, 24, 16, 44, 36, 35, 8, 41, 19, 45, 10, 9, 43, 33, 15, 38, 48, 5, 4, 25, 51, 11, 12, 27, 28, 52, 14, 13",11831.5167508491,4287.51675084912
